head_of_department_code,head_of_account,head_of_account_description,detail_head,detail_head_description,plan_code,voted_charged,year,value,
502,240100103AN,Establishment of seed centres for procurement and distribution of seeds,37602,Maintenance,SE,Voted,2021-2022,46,
502,240100103AN,Establishment of seed centres for procurement and distribution of seeds,37603,Stationery,SE,Voted,2021-2022,26,
502,240100103AN,Establishment of seed centres for procurement and distribution of seeds,30503,Electricity Charges,SE,Voted,2021-2022,910,
502,240100103AN,Establishment of seed centres for procurement and distribution of seeds,30602,Property tax,SE,Voted,2021-2022,269,
502,240100103AN,Establishment of seed centres for procurement and distribution of seeds,30603,Water Charges,SE,Voted,2021-2022,8,
502,240100103AN,Establishment of seed centres for procurement and distribution of seeds,30802,Exhibition,SE,Voted,2021-2022,25,
502,240100103AN,Establishment of seed centres for procurement and distribution of seeds,34601,"Clothing, Tentage and Stores",SE,Voted,2021-2022,22,
502,240100103AN,Establishment of seed centres for procurement and distribution of seeds,30403,Fixed Travelling Allowances,SE,Voted,2021-2022,6160,
502,240100103AN,Establishment of seed centres for procurement and distribution of seeds,30601,Rent,SE,Voted,2021-2022,85,
502,240100103AN,Establishment of seed centres for procurement and distribution of seeds,30801,Advertisement Charges,SE,Voted,2021-2022,4,
502,240100103AN,Establishment of seed centres for procurement and distribution of seeds,34701,Stores,SE,Voted,2021-2022,12,
502,240100103AN,Establishment of seed centres for procurement and distribution of seeds,37301,Transport Charges,SE,Voted,2021-2022,142,
502,240100103AW,Distribution of green manure seeds at subsidy,31101,Individual Based Subsidy,SE,Voted,2021-2022,15964,
502,240100103AY,Nel Jayaraman  - Conservation of   Paddy Traditional Varieties,31101,Individual Based Subsidy,SE,Voted,2021-2022,2500,
502,240100103KT,Augmenting Pulses Production through enhanced subsidy,31101,Individual Based Subsidy,SE,Voted,2021-2022,14183,
502,240100103ST,Creation of seed Infrastructure facilities of Sub-Mission on Seeds and Planting Material (SMSP),31901,Purchase,CSS,Voted,2021-2022,0,
502,240100103ST,Creation of seed Infrastructure facilities of Sub-Mission on Seeds and Planting Material (SMSP),30903,Grants for Specific Schemes,CSS,Voted,2021-2022,615,
502,240100104AG,Kalaignar's All Villages Integrated Agricultural Development Programme,30502,Other Contingencies,SE,Voted,2021-2022,0,
502,240100104AG,Kalaignar's All Villages Integrated Agricultural Development Programme,30503,Electricity Charges,SE,Voted,2021-2022,0,
502,240100104AG,Kalaignar's All Villages Integrated Agricultural Development Programme,31101,Individual Based Subsidy,SE,Voted,2021-2022,2270588,
502,240100104AH,Development of Anna Farm at Kudumiyanmalai,31701,Minor Works,SE,Voted,2021-2022,5000,
502,240100104AI,Provision of Agricultural Equipment to Farmers,31101,Individual Based Subsidy,SE,Voted,2021-2022,148923,
502,240100104AJ,Scheme of Provision of Tarpaulin to Farmers,32401,Materials and Supplies,SE,Voted,2021-2022,49888,
502,240100104AK,State Agricultural Development Scheme,31101,Individual Based Subsidy,SE,Voted,2021-2022,0,
502,240100104UA,Tamil Nadu Mission on Sustainable Green Cover in Farm Lands under NMSA,31101,Individual Based Subsidy,SSSC,Voted,2021-2022,25314,
502,240100104UB,Tamil Nadu Mission on Sustainable Green Cover in Farm Lands under NMSA -State Share.,31101,Individual Based Subsidy,SSSC,Voted,2021-2022,19755,
502,240100104UC,Administrative cost to TAWDEVA under Sub Mission on Agro Forestry of NMSA,30903,Grants for Specific Schemes,SSSC,Voted,2021-2022,1055,
502,240100104UD,Administrative cost to TAWDEVA under Sub Mission on Agro Forestry of NMSA - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2021-2022,703,
502,240100105AA,Compost Development including Local Manurial Resources - Controlled by Director of Agriculture,30101,Pay,SE,Voted,2021-2022,2129,
502,240100105AA,Compost Development including Local Manurial Resources - Controlled by Director of Agriculture,30102,Medical Allowance,SE,Voted,2021-2022,11,
502,240100105AA,Compost Development including Local Manurial Resources - Controlled by Director of Agriculture,30106,House Rent Allowance,SE,Voted,2021-2022,139,
502,240100105AA,Compost Development including Local Manurial Resources - Controlled by Director of Agriculture,30107,Travel Concession,SE,Voted,2021-2022,0,
502,240100105AA,Compost Development including Local Manurial Resources - Controlled by Director of Agriculture,30108,City Compensatory Allowance,SE,Voted,2021-2022,27,
502,240100105AA,Compost Development including Local Manurial Resources - Controlled by Director of Agriculture,30301,Dearness Allowance,SE,Voted,2021-2022,3239,
502,240100105AA,Compost Development including Local Manurial Resources - Controlled by Director of Agriculture,30401,Tour Travelling Allowances,SE,Voted,2021-2022,4,
502,240100105AA,Compost Development including Local Manurial Resources - Controlled by Director of Agriculture,30502,Other Contingencies,SE,Voted,2021-2022,32,
502,240100105AA,Compost Development including Local Manurial Resources - Controlled by Director of Agriculture,30504,Service Postage & Postal Expenditure,SE,Voted,2021-2022,13,
502,240100105AA,Compost Development including Local Manurial Resources - Controlled by Director of Agriculture,31903,Maintenance,SE,Voted,2021-2022,63,
502,240100105AA,Compost Development including Local Manurial Resources - Controlled by Director of Agriculture,33304,Contract Payment,SE,Voted,2021-2022,0,
502,240100105AA,Compost Development including Local Manurial Resources - Controlled by Director of Agriculture,34501,"Petroleum, Oil and Lubricant",SE,Voted,2021-2022,8,
502,240100105AA,Compost Development including Local Manurial Resources - Controlled by Director of Agriculture,34901,Festival Advances-Debit,SE,Voted,2021-2022,10,
502,240100105AA,Compost Development including Local Manurial Resources - Controlled by Director of Agriculture,34902,Festival Advances-Credit,SE,Voted,2021-2022,-16,
502,240100105AA,Compost Development including Local Manurial Resources - Controlled by Director of Agriculture,37602,Maintenance,SE,Voted,2021-2022,8,
502,240100105AA,Compost Development including Local Manurial Resources - Controlled by Director of Agriculture,37603,Stationery,SE,Voted,2021-2022,5,
502,240100105AA,Compost Development including Local Manurial Resources - Controlled by Director of Agriculture,30503,Electricity Charges,SE,Voted,2021-2022,99,
502,240100105AA,Compost Development including Local Manurial Resources - Controlled by Director of Agriculture,30602,Property tax,SE,Voted,2021-2022,13,
502,240100105AA,Compost Development including Local Manurial Resources - Controlled by Director of Agriculture,30802,Exhibition,SE,Voted,2021-2022,10,
502,240100105AA,Compost Development including Local Manurial Resources - Controlled by Director of Agriculture,30801,Advertisement Charges,SE,Voted,2021-2022,11,
502,240100105AA,Compost Development including Local Manurial Resources - Controlled by Director of Agriculture,32401,Materials and Supplies,SE,Voted,2021-2022,179,
502,240100105AA,Compost Development including Local Manurial Resources - Controlled by Director of Agriculture,34701,Stores,SE,Voted,2021-2022,8,
502,240100105AA,Compost Development including Local Manurial Resources - Controlled by Director of Agriculture,30201,Wages,SE,Voted,2021-2022,249,
502,240100105AA,Compost Development including Local Manurial Resources - Controlled by Director of Agriculture,36901,Procurement of Agricultural Inputs,SE,Voted,2021-2022,33,
502,240100105AE,Composting of Farm waste through Pleurotus,31101,Individual Based Subsidy,SE,Voted,2021-2022,817,
502,240100105JK,Distribution of Zinc Sulphate,31101,Individual Based Subsidy,SE,Voted,2021-2022,29123,
502,240100105JQ,Vermi Composting of Agricultural Waste,30801,Advertisement Charges,SE,Voted,2021-2022,0,
502,240100105JS,Kuruvai Special Package for Cauvery Delta Districts,31101,Individual Based Subsidy,SE,Voted,2021-2022,444263,
502,240100105JS,Kuruvai Special Package for Cauvery Delta Districts,30801,Advertisement Charges,SE,Voted,2021-2022,797,
502,240100107AA,Crop and plant protection,30101,Pay,SE,Voted,2021-2022,5067,
502,240100107AA,Crop and plant protection,30102,Medical Allowance,SE,Voted,2021-2022,41,
502,240100107AA,Crop and plant protection,30104,Other Allowances,SE,Voted,2021-2022,19,
502,240100107AA,Crop and plant protection,30106,House Rent Allowance,SE,Voted,2021-2022,289,
502,240100107AA,Crop and plant protection,30108,City Compensatory Allowance,SE,Voted,2021-2022,31,
502,240100107AA,Crop and plant protection,30301,Dearness Allowance,SE,Voted,2021-2022,3585,
502,240100107AA,Crop and plant protection,30401,Tour Travelling Allowances,SE,Voted,2021-2022,30,
502,240100107AA,Crop and plant protection,30502,Other Contingencies,SE,Voted,2021-2022,185,
502,240100107AA,Crop and plant protection,30504,Service Postage & Postal Expenditure,SE,Voted,2021-2022,18,
502,240100107AA,Crop and plant protection,31903,Maintenance,SE,Voted,2021-2022,172,
502,240100107AA,Crop and plant protection,33301,Pleaders Fees,SE,Voted,2021-2022,18,
502,240100107AA,Crop and plant protection,33304,Contract Payment,SE,Voted,2021-2022,0,
502,240100107AA,Crop and plant protection,34901,Festival Advances-Debit,SE,Voted,2021-2022,20,
502,240100107AA,Crop and plant protection,34902,Festival Advances-Credit,SE,Voted,2021-2022,-39,
502,240100107AA,Crop and plant protection,30503,Electricity Charges,SE,Voted,2021-2022,1124,
502,240100107AA,Crop and plant protection,30602,Property tax,SE,Voted,2021-2022,189,
502,240100107AA,Crop and plant protection,30801,Advertisement Charges,SE,Voted,2021-2022,692,
502,240100107AA,Crop and plant protection,32401,Materials and Supplies,SE,Voted,2021-2022,8093,
502,240100107AA,Crop and plant protection,37301,Transport Charges,SE,Voted,2021-2022,1937,
502,240100107AA,Crop and plant protection,30201,Wages,SE,Voted,2021-2022,10098,
502,240100107AA,Crop and plant protection,36901,Procurement of Agricultural Inputs,SE,Voted,2021-2022,21939,
502,240100107AB,Pesticides Testing Laboratories,30101,Pay,SE,Voted,2021-2022,27873,
502,240100107AB,Pesticides Testing Laboratories,30102,Medical Allowance,SE,Voted,2021-2022,181,
502,240100107AB,Pesticides Testing Laboratories,30103,Medical Charges,SE,Voted,2021-2022,0,
502,240100107AB,Pesticides Testing Laboratories,30104,Other Allowances,SE,Voted,2021-2022,206,
502,240100107AB,Pesticides Testing Laboratories,30106,House Rent Allowance,SE,Voted,2021-2022,1371,
502,240100107AB,Pesticides Testing Laboratories,30107,Travel Concession,SE,Voted,2021-2022,0,
502,240100107AB,Pesticides Testing Laboratories,30108,City Compensatory Allowance,SE,Voted,2021-2022,111,
502,240100107AB,Pesticides Testing Laboratories,30301,Dearness Allowance,SE,Voted,2021-2022,12536,
502,240100107AB,Pesticides Testing Laboratories,30401,Tour Travelling Allowances,SE,Voted,2021-2022,189,
502,240100107AB,Pesticides Testing Laboratories,30502,Other Contingencies,SE,Voted,2021-2022,334,
502,240100107AB,Pesticides Testing Laboratories,30504,Service Postage & Postal Expenditure,SE,Voted,2021-2022,134,
502,240100107AB,Pesticides Testing Laboratories,31903,Maintenance,SE,Voted,2021-2022,2236,
502,240100107AB,Pesticides Testing Laboratories,33304,Contract Payment,SE,Voted,2021-2022,357,
502,240100107AB,Pesticides Testing Laboratories,34901,Festival Advances-Debit,SE,Voted,2021-2022,300,
502,240100107AB,Pesticides Testing Laboratories,34902,Festival Advances-Credit,SE,Voted,2021-2022,-310,
502,240100107AB,Pesticides Testing Laboratories,37602,Maintenance,SE,Voted,2021-2022,84,
502,240100107AB,Pesticides Testing Laboratories,37603,Stationery,SE,Voted,2021-2022,90,
502,240100107AB,Pesticides Testing Laboratories,30503,Electricity Charges,SE,Voted,2021-2022,515,
502,240100107AB,Pesticides Testing Laboratories,30602,Property tax,SE,Voted,2021-2022,253,
502,240100107AB,Pesticides Testing Laboratories,30603,Water Charges,SE,Voted,2021-2022,8,
502,240100107AB,Pesticides Testing Laboratories,30701,Publications,SE,Voted,2021-2022,3,
502,240100107AB,Pesticides Testing Laboratories,30801,Advertisement Charges,SE,Voted,2021-2022,37,
502,240100107AB,Pesticides Testing Laboratories,32401,Materials and Supplies,SE,Voted,2021-2022,2485,
502,240100107AB,Pesticides Testing Laboratories,34701,Stores,SE,Voted,2021-2022,61,
502,240100107AB,Pesticides Testing Laboratories,37301,Transport Charges,SE,Voted,2021-2022,221,
502,240100107AB,Pesticides Testing Laboratories,30201,Wages,SE,Voted,2021-2022,2431,
502,240100107AB,Pesticides Testing Laboratories,36901,Procurement of Agricultural Inputs,SE,Voted,2021-2022,686,
502,240100107AB,Pesticides Testing Laboratories,31002,Insurance Premium,SE,Voted,2021-2022,90,
502,240100107AC,Parasite Breeding stations,30101,Pay,SE,Voted,2021-2022,5037,
502,240100107AC,Parasite Breeding stations,30102,Medical Allowance,SE,Voted,2021-2022,33,
502,240100107AC,Parasite Breeding stations,30104,Other Allowances,SE,Voted,2021-2022,21,
502,240100107AC,Parasite Breeding stations,30106,House Rent Allowance,SE,Voted,2021-2022,268,
502,240100107AC,Parasite Breeding stations,30107,Travel Concession,SE,Voted,2021-2022,0,
502,240100107AC,Parasite Breeding stations,30108,City Compensatory Allowance,SE,Voted,2021-2022,16,
502,240100107AC,Parasite Breeding stations,30301,Dearness Allowance,SE,Voted,2021-2022,1651,
502,240100107AC,Parasite Breeding stations,30401,Tour Travelling Allowances,SE,Voted,2021-2022,10,
502,240100107AC,Parasite Breeding stations,30502,Other Contingencies,SE,Voted,2021-2022,52,
502,240100107AC,Parasite Breeding stations,31903,Maintenance,SE,Voted,2021-2022,22,
502,240100107AC,Parasite Breeding stations,33304,Contract Payment,SE,Voted,2021-2022,0,
502,240100107AC,Parasite Breeding stations,34901,Festival Advances-Debit,SE,Voted,2021-2022,50,
502,240100107AC,Parasite Breeding stations,34902,Festival Advances-Credit,SE,Voted,2021-2022,-54,
502,240100107AC,Parasite Breeding stations,30503,Electricity Charges,SE,Voted,2021-2022,18,
502,240100107AC,Parasite Breeding stations,30602,Property tax,SE,Voted,2021-2022,1,
502,240100107AC,Parasite Breeding stations,30403,Fixed Travelling Allowances,SE,Voted,2021-2022,14,
502,240100107AC,Parasite Breeding stations,30601,Rent,SE,Voted,2021-2022,46,
502,240100107AC,Parasite Breeding stations,32401,Materials and Supplies,SE,Voted,2021-2022,131,
502,240100107AC,Parasite Breeding stations,30201,Wages,SE,Voted,2021-2022,569,
502,240100107AL,Assistance for Unforseen Pest attacks and Other events,30903,Grants for Specific Schemes,SE,Voted,2021-2022,0,
502,240100107JA,Crop and plant protection,33301,Pleaders Fees,SE,Voted,2021-2022,129,
502,240100107JA,Crop and plant protection,33303,Special Service,SE,Voted,2021-2022,724,
502,240100107KE,Uzhavar Aluvalar Thodarbu Thittam,37201,Training,SE,Voted,2021-2022,0,
502,240100108AA,Sugarcane Development,30101,Pay,SE,Voted,2021-2022,372,
502,240100108AA,Sugarcane Development,30102,Medical Allowance,SE,Voted,2021-2022,4,
502,240100108AA,Sugarcane Development,30104,Other Allowances,SE,Voted,2021-2022,3,
502,240100108AA,Sugarcane Development,30106,House Rent Allowance,SE,Voted,2021-2022,20,
502,240100108AA,Sugarcane Development,30301,Dearness Allowance,SE,Voted,2021-2022,72,
502,240100108AA,Sugarcane Development,30401,Tour Travelling Allowances,SE,Voted,2021-2022,0,
502,240100108AA,Sugarcane Development,30502,Other Contingencies,SE,Voted,2021-2022,27,
502,240100108AA,Sugarcane Development,31903,Maintenance,SE,Voted,2021-2022,18,
502,240100108AA,Sugarcane Development,33304,Contract Payment,SE,Voted,2021-2022,0,
502,240100108AA,Sugarcane Development,34901,Festival Advances-Debit,SE,Voted,2021-2022,0,
502,240100108AA,Sugarcane Development,34902,Festival Advances-Credit,SE,Voted,2021-2022,-8,
